0,5,20,3.846153846,12.72727273,16.88311688,0
6.976744186,5,0,0,0,1.298701299,0
0,0,10,0,9.090909091,11.68831169,0
0,0,0,3.846153846,7.272727273,9.090909091,0
16.27906977,10,25,7.692307692,16.36363636,20.77922078,0
0,0,5,3.846153846,5.454545455,7.792207792,0
0,0,15,3.846153846,7.272727273,11.68831169,0
0,0,0,0,0,1.298701299,0
0,0,5,0,0,1.298701299,0
2.325581395,0,5,3.846153846,5.454545455,12.98701299,0
0,0,5,0,7.272727273,6.493506494,0
2.325581395,20,0,0,0,2.597402597,0
4.651162791,0,5,0,7.272727273,6.493506494,0
0,0,0,0,10.90909091,14.28571429,0
0,0,0,0,0,2.597402597,0
0,0,0,0,9.090909091,11.68831169,0
2.325581395,0,10,3.846153846,9.090909091,10.38961039,0
4.651162791,0,25,0,1.818181818,5.194805195,0
0,0,5,3.846153846,10.90909091,15.58441558,0
0,0,25,0,1.818181818,3.896103896,0
0,0,10,0,3.636363636,10.38961039,0
0,0,0,0,0,0,0
11.62790698,0,10,0,3.636363636,6.493506494,0
0,0,0,0,7.272727273,7.792207792,0
0,0,10,7.692307692,20,20.77922078,0
0,0,5,0,9.090909091,7.792207792,0
0,0,0,0,0,2.597402597,0
0,0,0,0,0,1.298701299,0
0,0,0,0,7.272727273,5.194805195,0
4.651162791,5,10,0,7.272727273,9.090909091,0
0,0,0,0,5.454545455,3.896103896,0
0,0,5,3.846153846,10.90909091,12.98701299,0
4.651162791,0,15,3.846153846,9.090909091,20.77922078,0
2.325581395,0,0,0,1.818181818,1.298701299,0
0,5,15,3.846153846,10.90909091,20.77922078,0
6.976744186,0,0,0,1.818181818,0,0
0,0,20,3.846153846,7.272727273,12.98701299,0
6.976744186,5,10,3.846153846,16.36363636,20.77922078,0
2.325581395,5,5,3.846153846,3.636363636,6.493506494,0
0,0,0,0,0,0,0
0,0,10,0,9.090909091,14.28571429,0
0,0,0,0,0,0,0
2.325581395,0,10,3.846153846,18.18181818,23.37662338,0
0,0,5,0,5.454545455,5.194805195,0
2.325581395,0,0,0,0,1.298701299,0
0,0,5,3.846153846,10.90909091,14.28571429,0
0,0,5,0,10.90909091,11.68831169,0
2.325581395,0,5,0,12.72727273,14.28571429,0
0,0,0,0,0,0,0
0,0,5,0,3.636363636,6.493506494,0
2.325581395,0,0,0,0,0,0
0,0,0,0,0,2.597402597,0
0,0,0,0,0,0,0
4.651162791,5,10,0,9.090909091,12.98701299,0
0,0,5,0,7.272727273,3.896103896,0
0,0,5,0,7.272727273,5.194805195,0
6.976744186,5,20,15.38461538,14.54545455,22.07792208,0
0,5,0,0,5.454545455,5.194805195,0
0,0,5,0,14.54545455,11.68831169,0
0,0,10,3.846153846,14.54545455,12.98701299,0
