0,0,25,0,3.448275862,0,100
0,0,0,0,0,0,100
0,0,12.5,0,0,0,100
0,0,0,0,0,0,100
5.555555556,0,25,0,0,0,100
0,0,0,0,0,0,100
0,0,12.5,0,0,0,100
0,0,0,0,0,0,100
0,0,12.5,0,0,0,100
0,0,0,0,0,0,100
0,0,12.5,0,0,0,100
0,16.66666667,0,0,0,0,100
0,0,0,0,0,0,100
0,0,0,0,0,0,100
0,0,0,0,0,0,100
0,0,0,0,0,0,100
0,0,12.5,0,0,0,100
5.555555556,0,25,0,0,0,100
0,0,12.5,0,0,0,100
0,0,25,0,0,0,100
0,0,12.5,0,0,0,100
0,0,0,0,0,0,100
5.555555556,0,12.5,0,0,0,100
0,0,0,0,0,0,100
0,0,12.5,0,0,0,100
0,0,0,0,0,0,100
0,0,0,0,0,0,100
0,0,0,0,0,0,100
0,0,0,0,0,0,100
0,0,12.5,0,0,0,100
0,0,0,0,0,0,100
0,0,12.5,0,0,0,100
5.555555556,0,25,0,0,0,100
0,0,0,0,0,0,100
0,16.66666667,25,0,0,3.225806452,100
0,0,0,0,0,0,100
0,0,25,0,0,0,100
0,0,12.5,0,0,0,100
0,0,0,0,0,0,100
0,0,0,0,0,0,100
0,0,12.5,0,0,0,100
0,0,0,0,0,0,100
0,0,12.5,0,0,0,100
0,0,12.5,0,0,0,100
0,0,0,0,0,0,100
0,0,12.5,0,0,0,100
0,0,12.5,0,3.448275862,0,100
0,0,12.5,0,0,0,100
0,0,0,0,0,0,100
0,0,12.5,0,0,0,100
0,0,0,0,0,0,100
0,0,0,0,0,0,100
0,0,0,0,0,0,100
0,0,12.5,0,0,0,100
0,0,12.5,0,0,0,100
0,0,12.5,0,0,0,100
0,0,25,8.333333333,0,0,100
0,0,0,0,0,0,100
0,0,12.5,0,0,0,100
0,0,12.5,0,0,0,100
