5.970149254,20,28.57142857,17.24137931,19.78021978,25.19685039,61.53846154
19.40298507,24.44444444,21.42857143,15.51724138,6.593406593,8.661417323,61.53846154
11.94029851,6.666666667,21.42857143,17.24137931,10.98901099,14.96062992,61.53846154
11.94029851,11.11111111,21.42857143,17.24137931,12.08791209,14.96062992,61.53846154
29.85074627,33.33333333,39.28571429,37.93103448,29.67032967,32.28346457,84.61538462
13.43283582,11.11111111,25,15.51724138,8.791208791,13.38582677,69.23076923
10.44776119,15.55555556,28.57142857,20.68965517,15.38461538,19.68503937,69.23076923
4.47761194,4.444444444,7.142857143,5.172413793,3.296703297,6.299212598,23.07692308
8.955223881,4.444444444,19.64285714,13.79310345,5.494505495,6.299212598,61.53846154
16.41791045,11.11111111,21.42857143,20.68965517,14.28571429,22.83464567,61.53846154
10.44776119,8.888888889,17.85714286,10.34482759,14.28571429,14.96062992,53.84615385
13.43283582,33.33333333,17.85714286,10.34482759,6.593406593,11.02362205,46.15384615
16.41791045,17.77777778,23.21428571,12.06896552,9.89010989,11.81102362,53.84615385
10.44776119,8.888888889,23.21428571,12.06896552,12.08791209,18.8976378,61.53846154
8.955223881,4.444444444,14.28571429,12.06896552,4.395604396,8.661417323,46.15384615
11.94029851,8.888888889,19.64285714,13.79310345,15.38461538,18.8976378,61.53846154
14.92537313,4.444444444,21.42857143,18.96551724,15.38461538,17.32283465,61.53846154
14.92537313,11.11111111,23.21428571,12.06896552,6.593406593,11.02362205,46.15384615
10.44776119,6.666666667,21.42857143,17.24137931,18.68131868,22.83464567,61.53846154
10.44776119,11.11111111,25,13.79310345,8.791208791,12.5984252,46.15384615
8.955223881,13.33333333,25,13.79310345,8.791208791,15.7480315,53.84615385
11.94029851,11.11111111,16.07142857,6.896551724,3.296703297,2.362204724,38.46153846
22.3880597,17.77777778,25,13.79310345,9.89010989,12.5984252,53.84615385
7.462686567,6.666666667,19.64285714,13.79310345,12.08791209,14.17322835,69.23076923
11.94029851,13.33333333,30.35714286,25.86206897,24.17582418,30.70866142,76.92307692
8.955223881,11.11111111,23.21428571,12.06896552,16.48351648,18.11023622,69.23076923
10.44776119,8.888888889,14.28571429,8.620689655,5.494505495,7.874015748,38.46153846
10.44776119,6.666666667,12.5,10.34482759,4.395604396,4.724409449,38.46153846
7.462686567,4.444444444,17.85714286,10.34482759,8.791208791,11.02362205,53.84615385
16.41791045,20,25,12.06896552,13.18681319,16.53543307,61.53846154
8.955223881,6.666666667,19.64285714,15.51724138,10.98901099,13.38582677,53.84615385
10.44776119,4.444444444,17.85714286,13.79310345,13.18681319,20.47244094,46.15384615
19.40298507,6.666666667,25,17.24137931,16.48351648,29.13385827,61.53846154
13.43283582,6.666666667,16.07142857,13.79310345,7.692307692,10.23622047,53.84615385
11.94029851,13.33333333,30.35714286,22.4137931,18.68131868,29.92125984,76.92307692
22.3880597,20,19.64285714,15.51724138,7.692307692,6.299212598,53.84615385
10.44776119,8.888888889,23.21428571,17.24137931,14.28571429,19.68503937,61.53846154
17.91044776,24.44444444,33.92857143,25.86206897,23.07692308,29.92125984,84.61538462
11.94029851,13.33333333,21.42857143,17.24137931,9.89010989,13.38582677,46.15384615
4.47761194,2.222222222,8.928571429,6.896551724,3.296703297,3.149606299,30.76923077
10.44776119,13.33333333,28.57142857,18.96551724,15.38461538,23.62204724,76.92307692
2.985074627,4.444444444,3.571428571,5.172413793,3.296703297,1.57480315,15.38461538
16.41791045,13.33333333,30.35714286,24.13793103,21.97802198,33.85826772,76.92307692
10.44776119,4.444444444,19.64285714,13.79310345,9.89010989,11.02362205,61.53846154
10.44776119,2.222222222,10.71428571,10.34482759,4.395604396,6.299212598,30.76923077
10.44776119,11.11111111,16.07142857,10.34482759,14.28571429,22.83464567,46.15384615
10.44776119,8.888888889,23.21428571,20.68965517,18.68131868,22.04724409,61.53846154
17.91044776,8.888888889,23.21428571,15.51724138,14.28571429,21.25984252,61.53846154
2.985074627,2.222222222,5.357142857,3.448275862,3.296703297,3.937007874,15.38461538
5.970149254,6.666666667,17.85714286,8.620689655,9.89010989,11.81102362,38.46153846
10.44776119,6.666666667,14.28571429,12.06896552,8.791208791,6.299212598,38.46153846
5.970149254,4.444444444,8.928571429,10.34482759,4.395604396,7.874015748,38.46153846
1.492537313,2.222222222,1.785714286,3.448275862,2.197802198,2.362204724,7.692307692
20.89552239,24.44444444,25,12.06896552,14.28571429,19.68503937,53.84615385
8.955223881,11.11111111,23.21428571,15.51724138,12.08791209,10.23622047,46.15384615
8.955223881,13.33333333,19.64285714,17.24137931,13.18681319,14.17322835,46.15384615
22.3880597,24.44444444,35.71428571,37.93103448,20.87912088,30.70866142,76.92307692
5.970149254,17.77777778,10.71428571,10.34482759,9.89010989,9.448818898,30.76923077
7.462686567,8.888888889,23.21428571,15.51724138,17.58241758,18.11023622,61.53846154
7.462686567,11.11111111,23.21428571,20.68965517,19.78021978,21.25984252,76.92307692
